timestamp,status,question_id,phase,order_no,line_no,generator,success,question,drug_name,error,resolved_drug_name,routed_doc_type,routed_sections,hit_count,retrieval_seconds,generation_seconds,total_seconds,estimated_context_chars,estimated_context_tokens,estimated_prompt_chars,estimated_prompt_tokens,estimated_answer_chars,estimated_answer_tokens,command
2026-03-25T07:56:50,done,2a1c070717c7f660,non_ollama,99,225,none,True,Are there formulation-related precautions for pregnancy or breastfeeding?,chlorhexidine gluconate,,chlorhexidine gluconate,,"warning, pregnancy",6,95.9168,0.0001,95.9174,3981,1133,4863,1216,4495,1124,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there formulation-related precautions for pregnancy or breastfeeding?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:58:42,done,fe7f3429a0d7df05,non_ollama,100,226,none,True,Are there warnings related to thyroid disorders or systemic absorption?,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,112.309,0.0,112.3096,4459,1250,5331,1333,4757,1189,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings related to thyroid disorders or systemic absorption?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T08:00:27,done,806dd478ce66e0e2,non_ollama,101,251,none,True,Show evidence from the contraindications section.,chlorhexidine gluconate,,chlorhexidine gluconate,,contraindication,6,104.7501,0.0004,104.7512,3950,1136,4850,1212,4543,1136,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show evidence from the contraindications section."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T08:02:02,done,232d26f48366980b,non_ollama,102,252,none,True,Show evidence from the warnings section.,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,94.9028,0.0001,94.9037,4860,1350,5698,1424,4920,1230,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show evidence from the warnings section."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T08:03:29,done,e08d6f2d359406ed,non_ollama,103,254,none,True,Give the answer with citations and show the exact page references.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,87.0089,0.0,87.0095,5399,1483,6258,1564,5183,1296,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Give the answer with citations and show the exact page references."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T08:04:57,done,6a29b4904ba46420,non_ollama,104,255,none,True,Show the supporting evidence and source page files for the PK answer.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,88.4583,0.0001,88.4589,5164,1419,6005,1501,5185,1296,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show the supporting evidence and source page files for the PK answer."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T08:06:41,done,e4066ff823164d81,non_ollama,105,256,none,True,Which pages were used to answer the question on stability?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,104.2349,0.0001,104.2357,5017,1392,5885,1471,5127,1282,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which pages were used to answer the question on stability?"" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T08:08:29,done,70108c2251aee79f,non_ollama,106,267,none,True,What are the key warnings and contraindications for chlorhexidine gluconate?,chlorhexidine gluconate,,chlorhexidine gluconate,,"contraindication, warning",6,107.734,0.0001,107.7345,4168,1185,5075,1269,4848,1212,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the key warnings and contraindications for chlorhexidine gluconate?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T08:10:13,done,eb25ef97d1821ec7,non_ollama,107,269,none,True,"Please summarize the detailed pharmacokinetic profile including absorption, metabolism, and elimination.",chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,104.1156,0.0001,104.1167,5164,1420,6041,1510,5222,1306,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Please summarize the detailed pharmacokinetic profile including absorption, metabolism, and elimination."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T08:11:14,done,d0c18d13f76844f9,non_ollama,108,275,none,True,What are the active ingredient and excipients?,chlorhexidine gluconate,,chlorhexidine gluconate,,,3,60.9013,0.0,60.902,1912,545,2485,621,2062,516,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the active ingredient and excipients?"" --drug-name ""chlorhexidine gluconate"" --top-k 3"
2026-03-25T08:12:17,done,eae751154700da5d,non_ollama,109,276,none,True,What are the active ingredient and excipients?,chlorhexidine gluconate,,chlorhexidine gluconate,,,8,62.8515,0.0,62.8521,5805,1632,6831,1708,4177,1044,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the active ingredient and excipients?"" --drug-name ""chlorhexidine gluconate"" --top-k 8"
2026-03-25T08:13:16,done,d8519b2b1d879eb5,non_ollama,110,284,none,True,Summarize all major risks.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,59.2289,0.0,59.2292,2817,840,3647,912,3375,844,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize all major risks."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T08:14:10,done,69658bec05d725f2,non_ollama,111,285,none,True,Compare the warnings for alprazolam and abaloparatide.,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,53.8518,0.0,53.8522,4860,1350,5711,1428,4932,1233,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Compare the warnings for alprazolam and abaloparatide."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T08:14:12,queued,5d4ca2ad9e5db26e,ollama,112,278,ollama,,"Summarize composition, excipients, stability, and formulation-related safety risks.",chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize composition, excipients, stability, and formulation-related safety risks."" --drug-name ""chlorhexidine gluconate"" --top-k 3 --generator ollama --model ""llama3.2:3b"" --ollama-timeout 600 --context-chars-per-hit 500"
2026-03-25T08:17:19,done,5d4ca2ad9e5db26e,ollama,112,278,ollama,True,"Summarize composition, excipients, stability, and formulation-related safety risks.",chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,3,59.3541,127.2377,186.5923,1500,444,2117,529,1223,306,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize composition, excipients, stability, and formulation-related safety risks."" --drug-name ""chlorhexidine gluconate"" --top-k 3 --generator ollama --model ""llama3.2:3b"" --ollama-timeout 600 --context-chars-per-hit 500"
2026-03-25T08:17:21,queued,77ecec85e7d9bc8b,ollama,113,296,ollama,,Summarize the pharmacokinetics of this drug.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the pharmacokinetics of this drug."" --drug-name ""chlorhexidine gluconate"" --top-k 3 --generator ollama --model ""llama3.2:3b"" --ollama-timeout 600 --context-chars-per-hit 500"
2026-03-25T08:20:13,done,77ecec85e7d9bc8b,ollama,113,296,ollama,True,Summarize the pharmacokinetics of this drug.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,3,75.2722,96.3425,171.6152,1499,439,2058,514,1023,256,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the pharmacokinetics of this drug."" --drug-name ""chlorhexidine gluconate"" --top-k 3 --generator ollama --model ""llama3.2:3b"" --ollama-timeout 600 --context-chars-per-hit 500"
2026-03-25T08:20:15,queued,be25c8abcc28c029,ollama,114,298,ollama,,"Summarize the full RMP including risks, monitoring, and risk minimization actions.",chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the full RMP including risks, monitoring, and risk minimization actions."" --drug-name ""chlorhexidine gluconate"" --top-k 3 --generator ollama --model ""llama3.2:3b"" --ollama-timeout 600 --context-chars-per-hit 500"
2026-03-25T08:22:35,done,be25c8abcc28c029,ollama,114,298,ollama,True,"Summarize the full RMP including risks, monitoring, and risk minimization actions.",chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,3,62.5396,77.629,140.169,1031,322,1628,407,1006,252,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the full RMP including risks, monitoring, and risk minimization actions."" --drug-name ""chlorhexidine gluconate"" --top-k 3 --generator ollama --model ""llama3.2:3b"" --ollama-timeout 600 --context-chars-per-hit 500"
